Sr. No.,Model,Year,Current year,Selling Price,Age of Vehicle,Car Condition,Kilometers Driven, Current Price ,Owner,Fuel Type,Transmission,Insurance,Current Price (Unformatted),Price Formatting
786,RenaultKwidRXT,2015,2021,250028,6,4.8,22568,442000,Third Owner,Petrol,Manual,Expired,Rs.4.42 Lakh,4.42
787,FordFigo1.4EXI,2011,2021,120299,10,4.2,161157,683000,Second Owner,Diesel,Manual,1/8/2021,6.83 Lakh,6.83
788,MarutiAlto,2009,2021,204399,12,4.5,57357,375000,First Owner,Petrol,Manual,30-09-2021,Rs.3.75 Lakh,3.75
789,MarutiSwiftDzireVXI1.2BS,2015,2021,481299,6,4.3,77871,657000,First Owner,Petrol,Manual,25-03-2021,Rs.6.57 Lakh,6.57
790,HyundaiVernaFLUIDIC1.6SX,2014,2021,522899,7,4.3,57702,1173000,Second Owner,Diesel,Manual,17-06-2021,11.73 Lakh,11.73
791,HyundaiElitei20ASTA,2017,2021,642899,4,4.4,19113,907235,First Owner,Petrol,Manual,29-01-2022,"9,07,235",907235
792,MarutiAlto800,2013,2021,257899,8,4.3,47365,448000,First Owner,Petrol,Manual,17-09-2021,Rs.4.48 Lakh,4.48
793,MarutiAlto,2007,2021,131999,14,4.6,23251,375000,First Owner,Petrol,Manual,19-10-2021,Rs.3.75 Lakh,3.75
794,VolkswagenVentoHIGHLINE1.2TSI,2015,2021,468299,6,3.9,80175,1225000,First Owner,Petrol,Automatic,Comp,Rs.12.25 Lakh,12.25
795,MarutiSwift,2015,2021,434299,6,4.4,14864,549000,First Owner,Petrol,Manual,9/5/2021,Rs.5.49 Lakh,5.49
796,ChevroletCruzeLTZ,2011,2021,258999,10,4.2,141119,1675000,First Owner,Diesel,Automatic,28-03-2021,Rs.16.75 Lakh,16.75
797,ToyotaCorollaAltisD4D,2013,2021,423399,8,4.8,87557,3375000,First Owner,Diesel,Manual,Expired,Rs.33.75 Lakh,33.75
798,MarutiIGNISDELTA1.2,2017,2021,494999,4,4.5,31925,575000,First Owner,Petrol,Manual,17-03-2021,Rs.5.75 Lakh,5.75
799,HyundaiGrandi10Sportz(O)1.2,2017,2021,520199,4,4.6,54496,601000,First Owner,Petrol + CNG,Manual,Zero_Dep,Rs.6.01 Lakh,6.01
800,HondaCitySMT,2011,2021,292999,10,4.1,143859,1099000,Second Owner,Petrol,Manual,20-12-2020,Rs.10.99 Lakh,10.99
801,FordEcosport1.5TITANIUM,2015,2021,576757,6,4.7,100187,999000,Second Owner,Diesel,Manual,5/2/2022,Rs.9.99 Lakh,9.99
802,MahindraXUV500W8,2013,2021,655899,8,4.2,57221,1550000,First Owner,Diesel,Manual,29-01-2021,Rs.15.50 Lakh,15.5
803,MarutiSwiftVDI,2015,2021,442399,6,4.4,91280,698000,First Owner,Diesel,Manual,10/7/2021,Rs.6.98 Lakh,6.98
804,MarutiSwiftLXI,2008,2021,210151,13,4.1,52022,549000,Second Owner,Petrol,Manual,12/2/2021,Rs.5.49 Lakh,5.49
805,MarutiRitz,2009,2021,308399,12,3.9,77317,545000,First Owner,Petrol,Manual,22-12-2021,Rs.5.45 Lakh,5.45
806,MarutiSwift,2014,2021,427499,7,4.2,106521,549000,First Owner,Diesel,Manual,30-09-2021,Rs.5.49 Lakh,5.49
807,MarutiSwift,2016,2021,490499,5,4.3,74026,549000,First Owner,Diesel,Manual,Expired,Rs.5.49 Lakh,5.49
808,HyundaiXcentSX,2017,2021,564599,4,4.7,13652,709000,First Owner,Petrol,Manual,14-09-2021,Rs.7.09 Lakh,7.09
809,MarutiCelerioVXI,2016,2021,327344,5,4.2,54845,492000,Second Owner,Petrol + CNG,Manual,17-10-2021,Rs.4.92 Lakh,4.92
810,MarutiCelerioVXI,2015,2021,323699,6,4.4,35303,492000,Second Owner,Petrol,Automatic,3/2/2021,Rs.4.92 Lakh,4.92
811,MarutiVitaraBrezzaVDI,2016,2021,575799,5,4.5,62646,814742,First Owner,Diesel,Manual,14-07-2021,"Rs.8,14,742",814742
812,MarutiSwift,2015,2021,524199,6,4.4,35215,549000,Second Owner,Petrol,Manual,12/11/2021,Rs.5.49 Lakh,5.49
813,HyundaiGrandi10MAGNA1.2,2015,2021,390699,6,4.3,53151,606000,First Owner,Petrol,Manual,23-02-2021,6.06 Lakh,6.06
814,ChevroletSparkLS,2012,2021,110599,9,3.9,36991,391860,Second Owner,Petrol,Manual,4/11/2021,"Rs.3,91,860",391860
815,MarutiAlto,2009,2021,186099,12,4,85362,375000,First Owner,Petrol,Manual,23-09-2021,Rs.3.75 Lakh,3.75
816,ToyotaInnova2.5VX7STRBS,2014,2021,971199,7,4.6,101927,1250000,First Owner,Diesel,Manual,17-06-2021,Rs.12.50 Lakh,12.5
817,ToyotaEtios,2012,2021,305999,9,4.9,197898,785000,First Owner,Diesel,Manual,27-02-2021,Rs.7.85 Lakh,7.85
818,MarutiSwiftDzireVDIBS,2012,2021,394685,9,4.4,46077,561000,First Owner,Diesel,Manual,9/12/2021,Rs.5.61 Lakh,5.61
819,HondaCitySMT,2009,2021,261699,12,4.2,84937,1099000,First Owner,Petrol,Manual,9/3/2021,Rs.10.99 Lakh,10.99
820,MarutiNewWagon-R1.0Lxi(o),2019,2021,522399,2,4.9,7409,466000,First Owner,Petrol + CNG,Manual,Zero_Dep,Rs.4.66 Lakh,4.66
821,Hyundaii10SPORTZ1.2,2012,2021,240199,9,3.8,64614,599000,First Owner,Petrol,Manual,6/9/2021,Rs.5.99 Lakh,5.99
822,HyundaiEonERA,2014,2021,219399,7,4.4,15775,332000,Second Owner,Petrol,Manual,25-10-2021,Rs.3.32 Lakh,3.32
823,MarutiAltoK10,2012,2021,189899,9,4.5,38019,400000,First Owner,Petrol,Manual,Expired,Rs.4 Lakh,4
824,MarutiRitzVXIBS,2013,2021,252399,8,4,75842,513902,Second Owner,Petrol,Manual,23-01-2021,"Rs.5,13,902",513902
825,Hyundaii10SPORTZ,2009,2021,277499,12,4,102521,487925,Second Owner,Petrol,Manual,25-08-2021,"Rs.4,87,925",487925
826,MarutiBalenoZETA1.2,2017,2021,578999,4,4.9,27073,717000,First Owner,Petrol,Manual,1/5/2021,Rs.7.17 Lakh,7.17
827,VolkswagenPoloHIGHLINE1.2L,2014,2021,374599,7,4.3,56433,709000,Second Owner,Petrol,Manual,19-09-2021,Rs.7.09 Lakh,7.09
828,HyundaiEonERA,2016,2021,343740,5,4.1,40681,332000,First Owner,Petrol,Manual,4/7/2021,Rs.3.32 Lakh,3.32
829,MarutiAlto800,2017,2021,336899,4,5,18278,448000,First Owner,Petrol,Manual,2/11/2021,Rs.4.48 Lakh,4.48
830,MarutiAlto,2010,2021,251699,11,4.2,71021,375000,Second Owner,Petrol,Manual,28-02-2021,Rs.3.75 Lakh,3.75
831,MarutiSwiftDzireVDIBS,2012,2021,358199,9,4.4,87800,561000,First Owner,Diesel,Manual,18-02-2021,Rs.5.61 Lakh,5.61
832,MarutiWagonR1.0,2010,2021,209699,11,3.5,35373,498000,First Owner,Petrol,Manual,19-05-2021,Rs.4.98 Lakh,4.98
833,VolkswagenVentoHIGHLINE,2010,2021,274899,11,4.3,82631,1209000,First Owner,Petrol,Manual,19-01-2021,12.09 Lakh,12.09
834,HondaBrio1.2VXATI,2015,2021,386799,6,4.4,93321,580000,First Owner,Petrol,Automatic,9/7/2021,Rs.5.80 Lakh,5.8
835,MarutiSwiftDzireVXI,2014,2021,420399,7,4,56556,679000,First Owner,Petrol,Automatic,Third_party,"Rs.6,79,000",679000
836,MarutiCelerio,2014,2021,307599,7,4.4,61066,453000,Second Owner,Petrol,Manual,15-01-2021,Rs.4.53 Lakh,4.53
837,FordFigo1.2ZXI,2010,2021,177099,11,4.5,77145,685000,Second Owner,Petrol,Manual,31-03-2021,Rs.6.85 Lakh,6.85
838,ToyotaEtios,2012,2021,265799,9,4.4,80949,785000,First Owner,Diesel,Manual,19-05-2021,Rs.7.85 Lakh,7.85
839,Hyundaii20SPORTZ1.2,2012,2021,305999,9,3.9,62270,859000,First Owner,Petrol,Manual,Expired,Rs.8.59 Lakh,8.59
840,HyundaiElitei20MAGNA1.4,2014,2021,473199,7,4.2,61164,768000,First Owner,Diesel,Manual,16-11-2021,Rs.7.68 Lakh,7.68
841,VolkswagenPoloHIGHLINE1.2L,2015,2021,490199,6,4.3,33407,709000,First Owner,Petrol,Manual,25-02-2021,Rs.7.09 Lakh,7.09
842,HyundaiEonERA,2014,2021,214599,7,4.1,43183,332000,Second Owner,Petrol,Manual,28-08-2021,Rs.3.32 Lakh,3.32
843,Hyundaii20ASTA,2010,2021,335899,11,4,96899,869000,Second Owner,Petrol,Manual,27-10-2021,Rs.8.69 Lakh,8.69
844,HyundaiGrandi10MAGNA1.2KAPPA,2017,2021,398399,4,4.5,48053,500000,First Owner,Petrol + CNG,Manual,28-11-2021,Rs.5 Lakh,5
845,ToyotaCorollaAltis,2015,2021,614299,6,4.2,103761,1775000,First Owner,Petrol,Manual,29-01-2022,Rs.17.75 Lakh,17.75
846,HyundaiCreta1.6SX,2015,2021,897799,6,4.7,42785,1350000,First Owner,Diesel,Manual,Comprehensive,Rs.13.50 Lakh,13.5
847,HyundaiEonERA,2012,2021,242899,9,4.2,5013,332000,First Owner,Petrol,Manual,18-01-2021,Rs.3.32 Lakh,3.32
848,Hyundaii10SPORTZ,2010,2021,254899,11,4.2,29438,487925,First Owner,Petrol,Manual,31-01-2021,"Rs.4,87,925",487925
849,HyundaiEonERA,2015,2021,228099,6,4.6,20229,332000,First Owner,Petrol,Manual,3/11/2021,Rs.3.32 Lakh,3.32
850,VolkswagenPoloHIGHLINE1.2L,2012,2021,417099,9,4.1,45605,709000,Third Owner,Petrol,Manual,20-03-2021,Rs.7.09 Lakh,7.09
851,MarutiRitz,2012,2021,239099,9,4.5,59348,545000,First Owner,Diesel,Manual,14-11-2021,Rs.5.45 Lakh,5.45
852,MarutiAlto,2007,2021,91699,14,4,81168,375000,Second Owner,Petrol,Manual,4/7/2021,Rs.3.75 Lakh,3.75
853,MarutiBalenoSIGMA1.2,2017,2021,430599,4,4.5,40622,647000,First Owner,Petrol,Manual,21-03-2021,Rs.6.47 Lakh,6.47
854,MarutiIGNISZETA1.2K12,2017,2021,544199,4,4.9,31152,597000,First Owner,Petrol,Automatic,20-07-2021,Rs.5.97 Lakh,5.97
855,VolkswagenPoloTrendline1.0L,2020,2021,633299,1,5,7951,601000,First Owner,Petrol,Manual,Comp,Rs.6.01 Lakh,6.01
856,ToyotaInnovaCrysta2.4GX8,2019,2021,1545999,2,4.7,38288,1999000,First Owner,Diesel,Manual,19-03-2021,0,0
857,HyundaiSantroXingXOERLXEURO,2007,2021,133199,14,3.9,49964,400000,Second Owner,Petrol,Manual,6/12/2020,"Rs.4,00,000",400000
858,MarutiSwiftVDI,2015,2021,503599,6,4.5,49668,698000,First Owner,Diesel,Manual,30-03-2021,Rs.6.98 Lakh,6.98
859,HyundaiSantroXing,2008,2021,115999,13,3.8,73791,400374,First Owner,Petrol,Manual,22-08-2021,"Rs.4,00,374",400374
860,HondaJazz1.2BASEI,2009,2021,206641,12,4.2,86489,855000,First Owner,Petrol,Manual,4/7/2021,"Rs.8,55,000",855000
861,HyundaiSantroXingXLERLXEURO,2006,2021,75299,15,3.8,133595,450000,Second Owner,Petrol,Manual,Expired,"Rs.4,50,000",450000
862,MarutiCelerioZXI,2019,2021,544999,2,4.9,14067,558000,First Owner,Petrol,Manual,2/8/2021,Rs.5.58 Lakh,5.58
863,MahindraXUV500W6,2014,2021,627399,7,3.7,181811,1363000,First Owner,Diesel,Manual,25-05-2021,Rs.13.63 Lakh,13.63
864,Hyundaii10MAGNA1.1,2012,2021,248399,9,4,83453,462100,First Owner,Petrol,Manual,16-12-2021,"Rs.4,62,100",462100
865,ToyotaEtiosLivaD4DGD,2012,2021,278699,9,4.5,75946,625000,First Owner,Diesel,Manual,29-08-2021,Rs.6.25 Lakh,6.25
866,Hyundaii20ASTA,2010,2021,219399,11,4.4,151123,869000,First Owner,Petrol,Manual,5/9/2021,Rs.8.69 Lakh,8.69
867,HondaBrio1.2EXMTI,2013,2021,228918,8,4.3,55430,618000,Second Owner,Petrol,Manual,30-03-2021,Rs.6.18 Lakh,6.18
868,Hyundaii10SPORTZ,2009,2021,200199,12,4.1,155505,487925,First Owner,Petrol,Manual,6/11/2021,"Rs.4,87,925",487925
869,MarutiSwift,2014,2021,412499,7,4.1,42416,549000,Second Owner,Petrol,Manual,Expired,Rs.5.49 Lakh,5.49
870,MarutiSwiftVDI,2015,2021,571713,6,4.5,37481,698000,First Owner,Diesel,Manual,1/3/2021,Rs.6.98 Lakh,6.98
871,Hyundaii20MAGNA1.2,2012,2021,332428,9,4.2,64924,900000,First Owner,Petrol,Manual,23-09-2021,Rs.9 Lakh,9
872,HondaCitySMT,2009,2021,264340,12,3.9,118873,1099000,First Owner,Petrol,Manual,24-03-2021,Rs.10.99 Lakh,10.99
873,FordEcosport1.5TITANIUMTIVCT,2014,2021,615399,7,4.3,39090,764000,Second Owner,Petrol,Automatic,30-09-2021,Rs.7.64 Lakh,7.64
874,MarutiOMNIE8,2017,2021,336399,4,4.7,17953,307000,First Owner,Petrol,Manual,Comp,Rs.3.07 Lakh,3.07
875,MarutiSwift,2013,2021,365244,8,4.5,74429,549000,Second Owner,Diesel,Manual,Expired,Rs.5.49 Lakh,5.49
876,RenaultKwid,2016,2021,211099,5,4.7,22629,312000,Second Owner,Petrol,Manual,13-11-2021,Rs.3.12 Lakh,3.12
877,RenaultKwid,2015,2021,308399,6,4.6,21136,312000,First Owner,Petrol,Manual,30-11-2021,Rs.3.12 Lakh,3.12
878,HyundaiGrandi10SPORTS1.2,2015,2021,378999,6,4.1,47789,638000,First Owner,Petrol,Manual,26-06-2021,Rs.6.38 Lakh,6.38
879,HyundaiGrandi10ASTA1.2AT,2015,2021,376799,6,4.5,32055,552005,Second Owner,Petrol,Automatic,Expired,"Rs.5,52,005",552005
880,SkodaFabiaAMBIENTE1.2,2010,2021,147099,11,4.2,102067,485000,Third Owner,Petrol,Manual,24-04-2021,Rs.4.85 Lakh,4.85
881,VolkswagenPoloHIGHLINE1.2L,2013,2021,356499,8,4.1,31922,709000,Second Owner,Petrol,Manual,6/11/2021,Rs.7.09 Lakh,7.09
882,MarutiSwiftZXI,2018,2021,700399,3,4.8,11903,678000,First Owner,Petrol,Automatic,29-07-2021,Rs.6.78 Lakh,6.78
883,MarutiWagonR1.0LXI,2017,2021,399499,4,4.3,73294,465000,First Owner,Petrol + CNG,Manual,16-08-2021,Rs.4.65 Lakh,4.65
884,MarutiVitaraBrezzaZDI,2016,2021,757899,5,4.7,37246,892242,First Owner,Diesel,Manual,16-12-2020,"Rs.8,92,242",892242
885,FordFigo1.2ZXI,2010,2021,126781,11,4,52991,685000,First Owner,Petrol,Manual,2/11/2021,Rs.6.85 Lakh,6.85
886,MarutiBalenoALPHADDIS,2017,2021,694699,4,4.4,78579,590000,First Owner,Diesel,Manual,5/3/2021,"Rs.5,90,000",590000
887,MarutiWagonR1.0,2014,2021,369599,7,4.2,30435,498000,First Owner,Petrol,Manual,10/6/2021,Rs.4.98 Lakh,4.98
888,Hyundaii20SPORTZ1.2,2012,2021,278199,9,4.1,46859,859000,Third Owner,Petrol,Manual,Expired,Rs.8.59 Lakh,8.59
889,Hyundaii20SPORTZ1.4,2013,2021,306399,8,4.4,47489,793000,First Owner,Diesel,Manual,1/1/2021,Rs.7.93 Lakh,7.93
890,HondaCitySMT,2011,2021,258699,10,4.4,107215,1099000,First Owner,Petrol,Manual,14-09-2021,Rs.10.99 Lakh,10.99
891,MarutiSwiftDzireVXI1.2BS,2011,2021,315899,10,3.4,137406,657000,First Owner,Petrol,Manual,26-05-2021,Rs.6.57 Lakh,6.57
892,MarutiEeco5STRCNGWITHAC,2018,2021,322722,3,4.6,49286,518000,First Owner,Petrol + CNG,Manual,1/9/2021,Rs.5.18 Lakh,5.18
893,MarutiWagonR1.0LXI,2012,2021,316000,9,4.2,66711,465000,Second Owner,Petrol + CNG,Manual,10/9/2020,Rs.4.65 Lakh,4.65
894,MarutiCelerioVXI,2015,2021,340706,6,4.6,22743,492000,Second Owner,Petrol,Automatic,20-02-2021,Rs.4.92 Lakh,4.92
895,VolkswagenVentoHIGHLINEPETROL,2010,2021,266599,11,4,75120,1000000,Second Owner,Petrol,Automatic,13-01-2021,Rs.10.00 Lakh,10
896,MarutiSwiftZXI+BS,2018,2021,579399,3,4.6,48242,673000,First Owner,Petrol + CNG,Automatic,Third_party,Rs.6.73 Lakh,6.73
897,MarutiWagonR1.0,2017,2021,414399,4,4.7,28315,498000,First Owner,Petrol,Manual,29-09-2021,Rs.4.98 Lakh,4.98
898,MarutiVitaraBrezzaZDI,2018,2021,924799,3,3.9,11025,892242,First Owner,Diesel,Automatic,9/1/2022,"Rs.8,92,242",892242
899,MarutiAltoK10,2010,2021,172940,11,4.2,103426,400000,First Owner,Petrol + CNG,Manual,30-12-2019,Rs.4 Lakh,4
900,HyundaiVernaFLUIDIC1.6SXVTVT,2013,2021,561399,8,4.7,15755,1200000,First Owner,Petrol,Manual,20-02-2021,Rs.12 Lakh,12
901,NissanTerranoXL110,2014,2021,420199,7,4.6,81199,1164177,First Owner,Diesel,Manual,26-06-2021,"Rs.11,64,177",1164177
902,MarutiRitz,2010,2021,270299,11,3.7,63754,545000,First Owner,Petrol,Manual,2/11/2021,Rs.5.45 Lakh,5.45
903,HyundaiElitei201.4CRDIASTA,2016,2021,603899,5,4.8,81474,900000,Second Owner,Diesel,Manual,17-01-2021,Rs.9 Lakh,9
904,SkodaRapid1.5TDIAT,2015,2021,557699,6,4.3,60229,779000,First Owner,Diesel,Automatic,20-12-2021,"Rs.7,79,000",779000
905,MarutiCelerioVXI,2019,2021,527799,2,4.8,3969,492000,Second Owner,Petrol + CNG,Manual,15-09-2021,Rs.4.92 Lakh,4.92
906,MahindraXUV500W8,2012,2021,417599,9,4,157462,1550000,First Owner,Diesel,Manual,30-08-2021,Rs.15.50 Lakh,15.5
907,MarutiWagonR1.0,2012,2021,342099,9,4,60223,498000,First Owner,Petrol,Manual,29-07-2021,Rs.4.98 Lakh,4.98
908,MarutiSwiftDzireVDIBS,2014,2021,392199,7,4.3,98400,561000,First Owner,Diesel,Manual,29-09-2021,Rs.5.61 Lakh,5.61
909,HyundaiGrandi10MAGNA1.2KAPPA,2017,2021,410399,4,4.6,16182,500000,First Owner,Petrol,Manual,31-12-2021,Rs.5 Lakh,5
910,ToyotaEtios,2011,2021,254299,10,4.1,92903,785000,First Owner,Petrol + CNG,Manual,8/4/2021,Rs.7.85 Lakh,7.85
911,HyundaiVernaFLUIDIC1.6SX,2013,2021,539899,8,3.2,75428,1173000,First Owner,Petrol,Manual,21-08-2021,11.73 Lakh,11.73
912,MarutiSwiftDzireVDIBS,2012,2021,322299,9,4.9,63868,561000,First Owner,Diesel,Manual,8/3/2021,Rs.5.61 Lakh,5.61
913,HondaCityVMT,2011,2021,327799,10,4.3,144078,1110000,First Owner,Petrol,Manual,8/9/2021,Rs.11.10 Lakh,11.1
914,MarutiWagonR1.0,2014,2021,333199,7,4,91411,498000,First Owner,Petrol,Manual,11/7/2021,Rs.4.98 Lakh,4.98
915,HondaCityVMT,2012,2021,409599,9,4.5,53106,1110000,First Owner,Petrol,Manual,6/2/2021,Rs.11.10 Lakh,11.1
916,MarutiSwift,2015,2021,535565,6,4.3,49748,549000,Second Owner,Petrol,Manual,Expired,Rs.5.49 Lakh,5.49
917,HyundaiVernaFLUIDIC1.4CRDI,2014,2021,459599,7,4.3,68473,999900,Second Owner,Diesel,Manual,22-05-2021,"Rs.9,99,900",999900
918,MarutiErtigaVDI,2014,2021,455899,7,4.5,85164,987000,First Owner,Diesel,Manual,14-01-2021,9.87 Lakh,9.87
919,TataTiagoXT1.2,2018,2021,417499,3,4.9,25131,606000,First Owner,Petrol,Manual,3/6/2021,Rs.6.06 Lakh,6.06
920,MarutiRitz,2011,2021,218099,10,4,99338,545000,First Owner,Diesel,Manual,24-01-2021,Rs.5.45 Lakh,5.45
921,MarutiSwiftDzire,2013,2021,524499,8,4.1,53702,561000,Second Owner,Diesel,Manual,30-05-2021,Rs.5.61 Lakh,5.61
922,MahindraXUV500,2015,2021,843199,6,4,121782,1383000,First Owner,Diesel,Manual,8/9/2021,Rs.13.83 Lakh,13.83
923,HyundaiSantroXing,2010,2021,234799,11,4.4,24345,400374,First Owner,Petrol,Manual,15-11-2021,"Rs.4,00,374",400374
924,MarutiAltoK10,2015,2021,289299,6,4.9,10490,400000,First Owner,Petrol,Manual,9/10/2021,Rs.4 Lakh,4
925,Hyundaii20SPORTZ1.2,2011,2021,218899,10,4.1,109919,859000,Second Owner,Petrol,Manual,Expired,Rs.8.59 Lakh,8.59
926,MarutiSwift,2012,2021,314099,9,4.5,129639,549000,First Owner,Diesel,Manual,11/12/2020,Rs.5.49 Lakh,5.49
927,MarutiVitaraBrezza,2019,2021,876399,2,4.9,18175,940000,First Owner,Diesel,Manual,29-12-2022,Rs.9.40 Lakh,9.4
928,HyundaiGrandi10SPORTZO,2017,2021,598875,4,4.5,15609,637000,First Owner,Petrol,Manual,28-05-2021,Rs.6.37 Lakh,6.37
929,Hyundaii10SPORTZ1.2,2011,2021,336326,10,4.2,33686,599000,Third Owner,Petrol,Manual,14-06-2021,Rs.5.99 Lakh,5.99
930,Hyundaii10MAGNA,2009,2021,181299,12,4.3,58101,462100,First Owner,Petrol,Manual,29-07-2021,"Rs.4,62,100",462100
931,RenaultKwid1.0RXT,2017,2021,292199,4,4.7,20346,472000,First Owner,Petrol,Manual,Zero_Dep,Rs.4.72 Lakh,4.72
932,MahindraXUV500W11,2018,2021,1603499,3,4.7,16286,1833000,First Owner,Diesel,Automatic,Zero_Dep,Rs.18.33 Lakh,18.33
933,MarutiSwift,2014,2021,572865,7,4.5,60963,549000,First Owner,Petrol,Manual,1/7/2021,Rs.5.49 Lakh,5.49
934,MarutiVitaraBrezza,2016,2021,670599,5,4.9,37767,940000,First Owner,Diesel,Manual,10/5/2021,Rs.9.40 Lakh,9.4
935,Hyundaii10MAGNA1.2,2011,2021,228199,10,4.2,93885,461681,First Owner,Petrol,Manual,Expired,"Rs.4,61,681",461681
936,MarutiAlto800,2015,2021,283699,6,4.5,18966,448000,Second Owner,Petrol,Manual,27-03-2021,Rs.4.48 Lakh,4.48
937,MarutiBalenoALPHA1.2,2016,2021,522080,5,4.5,85118,910000,Third Owner,Petrol,Manual,5/5/2021,Rs.9.1 Lakh,9.1
938,MarutiSwift,2019,2021,606799,2,4.8,5419,549000,First Owner,Petrol,Manual,27-07-2022,Rs.5.49 Lakh,5.49
939,FiatGrandPuntoACTIVE,2010,2021,98799,11,3.6,109887,650000,Second Owner,Petrol,Manual,Expired,Rs.6.50 Lakh,6.5
940,MarutiWagonR1.0LXI,2012,2021,248199,9,3.9,164707,465000,First Owner,Petrol + CNG,Manual,6/5/2021,Rs.4.65 Lakh,4.65
941,MarutiErtigaVXI,2015,2021,550399,6,4,148319,844000,First Owner,Petrol + CNG,Manual,21-09-2021,Rs.8.44 Lakh,8.44
942,RenaultKwid,2016,2021,247499,5,4.5,52417,312000,Second Owner,Petrol,Manual,10/7/2021,Rs.3.12 Lakh,3.12
943,HyundaiGrandi10SPORTZ1.2KAPPA,2013,2021,405899,8,4.7,42054,591699,First Owner,Petrol,Manual,28-12-2021,"Rs.591,699","591,699"
944,HyundaiEonERA,2012,2021,187499,9,4.2,58799,332000,First Owner,Petrol,Manual,31-05-2021,Rs.3.32 Lakh,3.32
945,HyundaiNewElantraS1.6,2013,2021,570399,8,4.4,81971,1783000,First Owner,Diesel,Manual,1/2/2021,Rs.17.83 Lakh,17.83
946,MarutiAltoK10,2014,2021,219299,7,4.3,52660,400000,Second Owner,Petrol,Manual,27-09-2021,Rs.4 Lakh,4
947,HyundaiEonMAGNA,2016,2021,244899,5,4.4,28625,416000,First Owner,Petrol,Manual,20-02-2021,Rs.4.16 Lakh,4.16
948,HyundaiElitei20ASTA1.4,2015,2021,632999,6,4.5,37296,924000,First Owner,Diesel,Manual,18-03-2021,Rs.9.24 Lakh,9.24
949,Hyundaii10MAGNA1.2,2011,2021,193399,10,4.2,181036,461681,First Owner,Petrol,Manual,24-04-2021,"Rs.4,61,681",461681
950,MahindraXUV500W8,2012,2021,489835,9,4.3,95203,1550000,Second Owner,Diesel,Manual,Insurance Expired,Rs.15.50 Lakh,15.5
951,MarutiBalenoDELTA1.2,2019,2021,603699,2,5,12735,590000,First Owner,Petrol,Manual,29-09-2022,"Rs.5,90,000",590000
952,RenaultKwidRXT1.0EASY-R,2017,2021,402499,4,4.8,2937,536000,First Owner,Petrol,Automatic,Zero_Dep,Rs.5.36 Lakh,5.36
953,NissanSunnyXV,2014,2021,407080,7,4.3,49363,993997,First Owner,Petrol,Manual,3/1/2022,"Rs.9,93,997",993997
954,Hyundaii10ASTA1.2ATKAPPA2WITH,2011,2021,266399,10,4.1,177197,552000,First Owner,Petrol,Automatic,4/7/2021,Rs.5.52 Lakh,5.52
955,MarutiRitz,2012,2021,204999,9,4.3,104556,545000,First Owner,Diesel,Manual,Expired,Rs.5.45 Lakh,5.45
956,MarutiAltoK10,2016,2021,286799,5,4.6,17944,400000,First Owner,Petrol,Manual,14-01-2023,Rs.4 Lakh,4
957,MarutiWagonR1.0,2015,2021,318899,6,4.4,57827,498000,First Owner,Petrol,Manual,16-04-2021,Rs.4.98 Lakh,4.98
958,FordEcosport1.5TDCITITANIUM,2017,2021,772799,4,4.8,52212,1000000,First Owner,Diesel,Manual,Zero_Dep,Rs.10.00 Lakh,10
959,HyundaiElitei20SPORTZ(O),2015,2021,554799,6,4.8,58001,722000,Second Owner,Diesel,Manual,10/4/2021,Rs.7.22 Lakh,7.22
960,MarutiBalenoZETA1.2,2016,2021,551399,5,4.5,26026,717000,First Owner,Petrol,Manual,31-01-2021,Rs.7.17 Lakh,7.17
961,MarutiSX4,2011,2021,170399,10,4.2,139476,825000,First Owner,Diesel,Manual,20-06-2021,Rs.8.25 Lakh,8.25
962,NissanTerranoXLPLUS85PS,2016,2021,710899,5,4.8,31536,1159000,First Owner,Diesel,Manual,15-03-2021,Rs.11.59 Lakh,11.59
963,ToyotaCorollaAltisD4D,2012,2021,362899,9,4.4,105865,3375000,First Owner,Diesel,Manual,19-07-2021,Rs.33.75 Lakh,33.75
964,ToyotaInnova2.5GX8STRBS,2014,2021,845699,7,4.2,99985,1407000,First Owner,Diesel,Manual,30-10-2021,Rs.14.07 Lakh,14.07
965,HondaAmaze1.5VXMTI,2013,2021,299500,8,4.1,136754,758000,First Owner,Diesel,Manual,4/6/2021,Rs.7.58 Lakh,7.58
966,RenaultKwidRXT,2019,2021,378899,2,4.8,19900,442000,First Owner,Petrol,Manual,7/6/2021,Rs.4.42 Lakh,4.42
967,MarutiVitaraBrezzaZDI,2017,2021,909899,4,4.8,28478,892242,First Owner,Diesel,Manual,8/9/2021,"Rs.8,92,242",892242
968,MarutiSwift,2015,2021,396599,6,4.3,86567,549000,First Owner,Diesel,Manual,19-03-2021,Rs.5.49 Lakh,5.49
969,MarutiAStar,2011,2021,178399,10,4,74743,423000,First Owner,Petrol,Manual,19-05-2021,Rs.4.23 Lakh,4.23
970,MahindraXUV500W8,2015,2021,700699,6,4.1,119930,1550000,First Owner,Diesel,Manual,21-03-2020,Rs.15.50 Lakh,15.5
971,HyundaiGrandi10MAGNA1.2KAPPA,2017,2021,409599,4,4.6,28407,500000,First Owner,Petrol,Manual,30-08-2021,Rs.5 Lakh,5
972,MarutiSwift,2017,2021,542699,4,4.3,73784,549000,Second Owner,Diesel,Manual,Expired,Rs.5.49 Lakh,5.49
